Year,Title,Journal,Authors,Category,Endorsement
2011,Southward Expansion In Beetle And Butterfly Ranges In South Africa,African Entomology,Perissinotto| R; Pringle| El; Giliomee| Jh,2,4
2011,Spatial And Temporal Temperature Trends On The Yunnan Plateau (southwest China) During 1961-2004,International Journal Of Climatology,Fan| Zx; Brauning| A; Thomas| A; Li| Jb; Cao| Kf,2,4
2011,Spatial And Temporal Trends Of Selected Trace Elements In Liver Tissue From Polar Bears (ursus Maritimus) From Alaska| Canada And Greenland,Journal Of Environmental Monitoring,Routti| H; Letcher| Rj; Born| Ew; Branigan| M; Dietz| R; Evans| Tj; Fisk| At; Peacock| E; Sonne| C,2,4
2011,Spatial And Temporal Variability Of Net Primary Productivity (npp) Over Terrestrial Biosphere Of India Using Noaa-avhrr Based Glopem Model,Journal Of The Indian Society Of Remote Sensing,Singh| Rp; Rovshan| S; Goroshi| Sk; Panigrahy| S; Parihar| Js,4,4
2011,Spatial Disaggregation Of Carbon Dioxide Emissions From Road Traffic Based On Multiple Linear Regression Model,Atmospheric Environment,Shu| Yq; Lam| Nsn,3,3
2011,Spatio-temporal Changes Of Ndvi And Its Relation With Climatic Variables In The Source Regions Of The Yangtze And Yellow Rivers,Journal Of Geographical Sciences,Yang| Zp; Gao| Jx; Zhou| Cp; Shi| Pl; Zhao| L; Shen| Ws; Ouyang| H,2,4
2011,Spatio-temporal Functional Regression On Paleoecological Data,Journal Of Applied Statistics,Bel| L; Bar-hen| A; Petit| R; Cheddadi| R,4,4
2011,Spatio-temporal Variability Of Snowmelt Across Svalbard During The Period 2000-08 Derived From Quikscat/seawinds Scatterometry,Polar Research,Rotschky| G; Schuler| Tv; Haarpaintner| J; Kohler| J; Isaksson| E,2,4
2011,Spatio-temporal Variation In Soil Derived Nitrous Oxide Emissions Under Sugarcane,Science Of The Total Environment,Huang| Xd; Grace| P; Mengersen| K; Weier| K,4,4
2011,Spatiotemporal Characteristics Of Meteorological Drought For The Island Of Crete,Journal Of Hydrometeorology,Koutroulis| Ag; Vrohidou| Aek; Tsanis| Ik,2,4
2011,Spatiotemporal Precipitation Variations In The Arid Central Asia In The Context Of Global Warming,Science China-earth Sciences,Chen| Fh; Huang| W; Jin| Ly; Chen| Jh; Wang| Js,2,4
2011,Species Richness| Endemism| And Conservation Of American Tree Ferns (cyatheales),Biodiversity And Conservation,Ramirez-barahona| S; Luna-vega| I; Tejero-diez| D,2,4
2011,Species Shifts In Response To Climate Change: Individual Or Shared Responses?,Journal Of The Torrey Botanical Society,Pucko| C; Beckage| B; Perkins| T; Keeton| Ws,2,4
2011,Species Turnover Of Amphibians And Reptiles In Eastern China: Disentangling The Relative Effects Of Geographic Distance And Environmental Difference,Ecological Research,Chen| Sb; Jiang| Gm; Zhang| Jl; Li| Yg; Qian| H,2,4
2011,Species-specific Effects Of Soil Fauna On Fungal Foraging And Decomposition,Oecologia,Crowther| Tw; Boddy| L; Jones| Th,2,4
2011,Spring Flowering Response To Climate Change Between 1936 And 2006 In Alberta| Canada,Bioscience,Beaubien| E; Hamann| A,2,4
2011,Spring-season Changes During The Late Pleniglacial And Bolling/allerod Interstadial,Quaternary Science Reviews,Wagner-cremer| F; Lotter| Af,5,4
2011,Stable Carbon Isotope Patterns Of Marine Biomarker Lipids In The Arctic Ocean During Eocene Thermal Maximum 2,Paleoceanography,Schoon| Pl; Sluijs| A; Damste| Jss; Schouten| S,5,3
2011,Statistical Comparisons Of Watershed-scale Response To Climate Change In Selected Basins Across The United States,Earth Interactions,Risley| J; Moradkhani| H; Hay| L; Markstrom| S,2,4
2011,Statistical Downscaling Of Sea-surface Wind Over The Peru-chile Upwelling Region: Diagnosing The Impact Of Climate Change From The Ipsl-cm4 Model,Climate Dynamics,Goubanova| K; Echevin| V; Dewitte| B; Codron| F; Takahashi| K; Terray| P; Vrac| M,2,3
2011,Status And Barriers Of Advanced Biofuel Technologies: A Review,Renewable Energy,Cheng| Jj; Timilsina| Gr,2,2
2011,Step-a Solar Chemical Process To End Anthropogenic Global Warming. Ii: Experimental Results,Journal Of Physical Chemistry C,Licht| S; Wang| Bh; Wu| Hj,3,2
2011,Step-wise Change Of Asian Interior Climate Preceding The Eocene-oligocene Transition (eot),Palaeogeography Palaeoclimatology Palaeoecology,Abels| Ha; Dupont-nivet| G; Xiao| Gq; Bosboom| R; Krijgsman| W,5,4
2011,Stochastic Extinction And Runaway Growth In Discrete Biological Models,Rocky Mountain Journal Of Mathematics,Troy| Wc,2,4
2011,Stochastic Simulations Of The Madden-julian Oscillation Activity,Climate Dynamics,Jones| C; Carvalho| Lmv,2,4
2011,Stormy Wave Analysis Based On Recorded Field Data On South-east Coasts Of Queensland| Australia,Journal Of Coastal Research,Jafari| A; Cartwright| N; Nielsen| P,4,4
2011,Strategies For Conservation Of Germplasm In Endemic Redwoods In The Face Of Climate Change: A Review,Plant Genetic Resources-characterization And Utilization,Ahuja| Mr,2,4
2011,Streamflow Changes And Its Influencing Factors In The Mainstream Of The Songhua River Basin| Northeast China Over The Past 50 Years,Environmental Earth Sciences,Miao| Cy; Yang| L; Liu| By; Gao| Y; Li| Sl,2,4
2011,Stressed Crops Emit More Methane Despite The Mitigating Effects Of Elevated Carbon Dioxide,Functional Plant Biology,Qaderi| Mm; Reid| Dm,2,4
2011,Study Of Carbon Dioxide Condensation In Chevron Plate Exchangers; Heat Transfer Analysis,International Journal Of Heat And Mass Transfer,Hayes| N; Jokar| A; Ayub| Zh,3,4
2011,Study Of Dc Circuit Breaker Of H(2)-n(2) Gas Mixture For High Voltage,Electrical Engineering In Japan,Shiba| Y; Morishita| Y; Kaneko| S; Okabe| S; Mizoguchi| H; Yanabu| S,3,2
2011,Study Of Seasonal Variation Of Winds In Upper Stratosphere Over Hyderabad,Advances In Space Research,Manchanda| Rk; Rao| Jvs; Sreenivasan| S; Suneelkumar| B,4,4
2011,Study On The Mitochondrial Activity And Membrane Potential After Exposing Later Stage Oocytes Of Two Gorgonian Corals (junceella Juncea And Junceella Fragilis) To Cryoprotectants,Cryoletters,Tsai| S; Spikings| E; Huang| Ic; Lin| C,4,4
2011,Sugarcane| Carbon Sequestration And Food Supplies,International Sugar Journal,Yates| Ra,3,3
2011,Surface Reflectance And Conversion Efficiency Dependence Of Technologies For Mitigating Global Warming,Renewable Energy,Edmonds| I; Smith| G,3,2
2011,Survival| Growth And Reproduction Of Non-indigenous Nile Tilapia| Oreochromis Niloticus (linnaeus 1758). I. Physiological Capabilities In Various Temperatures And Salinities,Marine And Freshwater Research,Schofield| Pj; Peterson| Ms; Lowe| Mr; Brown-peterson| Nj; Slack| Wt,2,3
2011,Sustainability In The City Scale To Fight Global Warming,International Journal Of Global Warming,Tokuc| A; Kokturk| G,3,4
2011,Sustainable Development And Energy Geotechnology - Potential Roles For Geotechnical Engineering,Ksce Journal Of Civil Engineering,Fragaszy| Rj; Santamarina| Jc; Amekudzi| A; Assimaki| D; Bachus| R; Burns| Se; Cha| M; Cho| Gc; Cortes| Dd; Dai| S; Espinoza| Dn; Garrow| L; Huang| H; Jang| J; Jung| Jw; Kim| S; Kurtis| K; Lee| C; Pasten| C; Phadnis| H; Rix| G; Shin| Hs; Torres| Mc; Tsouris| C,3,3
2011,Sustainable Heating And Cooling Systems For Agriculture,International Journal Of Energy Research,Kharseh| M; Nordell| B,3,2
2011,Targeting For Energy Efficiency And Improved Energy Collaboration Between Different Companies Using Total Site Analysis (tsa),Energy,Hackl| R; Andersson| E; Harvey| S,3,3
2011,Tasmanian Coastal Saltmarsh Community Transitions Associated With Climate Change And Relative Sea Level Rise 1975-2009,Australian Journal Of Botany,Prahalad| Vn; Kirkpatrick| Jb; Mount| Re,2,4
2011,Taxonomic And Ecologic Persistence Across The Onset Of The Late Paleozoic Ice Age: Evidence From The Upper Mississippian (chesterian Series)| Illinois Basin| United States,Palaios,Bonelli| Jr; Patzkowsky| Me,5,4
2011,Technical And Economic Analysis Of Electricity Generation From Forest| Fossil| And Wood-waste Fuels In A Finnish Heating Plant,Energy,Palander| T,3,4
2011,Technical| Economic And Environmental Assessment Of Sludge Treatment Wetlands,Water Research,Uggetti| E; Ferrer| I; Molist| J; Garcia| J,3,2
2011,Techniques To Implement In Green Data Centres To Achieve Energy Efficiency And Reduce Global Warming Effects,International Journal Of Global Warming,Uddin| M; Rahman| Aa,3,4
2011,Techno-economic And Environmental Assessment Of Bioethanol-based Chemical Process: A Case Study On Ethyl Acetate,Environmental Progress & Sustainable Energy,Thuy| Nth; Kikuchi| Y; Sugiyama| H; Noda| M; Hirao| M,3,4
2011,Techno-economical Analysis Of A Thermo-chemical Biofuel Plant With Feedstock And Product Flexibility Under External Disturbances,Energy,Kou| Nn; Zhao| F,3,4
2011,Technologies And Trends In Solar Power And Fuels,Energy & Environmental Science,Roeb| M; Neises| M; Monnerie| N; Sattler| C; Pitz-paal| R,3,3
2011,Teleconnections In A Warmer Climate: The Pliocene Perspective,Climate Dynamics,Shukla| Sp; Chandler| Ma; Rind| D; Sohl| Le; Jonas| J; Lerner| J,5,4
2011,Temperature Alters The Relative Abundance And Population Growth Rates Of Species Within The Dendroctonus Frontalis (coleoptera: Curculionidae) Community,Environmental Entomology,Evans| Lm; Hofstetter| Rw; Ayres| Mp; Klepzig| Kd,2,4
2011,Temperature And Precipitation Variability Over Euro-near East Asia,Journal Of Food Agriculture & Environment,Aslan| Z; Manchanda| P; Siddiqi| Ah,2,4
2011,Temperature And Resource Availability May Interactively Affect Over-wintering Success Of Juvenile Fish In A Changing Climate,Plos One,Brodersen| J; Rodriguez-gil| Jl; Jonsson| M; Hansson| La; Bronmark| C; Nilsson| Pa; Nicolle| A; Berglund| O,2,3
2011,Temperature And Salinity Tolerance Of Mesopodopsis Africana O. Tattersall In The Freshwater-deprived St. Lucia Estuary| South Africa,Journal Of Experimental Marine Biology And Ecology,Carrasco| Nk; Perissinotto| R,2,4
2011,Temperature Effects On Oxygen Thresholds For Hypoxia In Marine Benthic Organisms,Global Change Biology,Vaquer-sunyer| R; Duarte| Cm,2,4
2011,Temperature Effects On The Microscopic Haploid Stage Development Of Laminaria Ochroleuca And Sacchoriza Polyschides| Kelps With Contrasting Life Histories,Cahiers De Biologie Marine,Pereira| Tr; Engeleni| Ah; Pearson| Ga; Serrao| Ea; Destombe| C; Valero| M,2,4
2011,Temperature Effects On The Removal Of Potential Hfc Replacements| Cf(3)ch(2)ch(2)oh And Cf(3)(ch(2))(2)ch(2)oh| Initiated By Oh Radicals,Environmental Science & Technology,Antinolo| M; Jimenez| E; Albaladejo| J,3,2
2011,Temperature Reconstruction (1750-2008) From Dahurian Larch Tree-rings In An Area Subject To Permafrost In Inner Mongolia| Northeast China,Climate Research,Zhang| Xl; He| Xy; Li| Jb; Davi| N; Chen| Zj; Cui| Mx; Chen| W; Li| N,4,4
2011,Temperature Tolerance And Stress Proteins As Mechanisms Of Invasive Species Success,Plos One,Zerebecki| Ra; Sorte| Cjb,2,4
2011,Temperature Trends At The Mauna Loa Observatory| Hawaii,Climate Of The Past,Malamud| Bd; Turcotte| Dl; Grimmond| Csb,2,2
2011,Temperature-dependent Effect Of Filamentous Cyanobacteria On Daphnia Magna Life History Traits,Journal Of Limnology,Bednarska| A; Los| J; Dawidowicz| P,2,4
2011,Temperature-driven Regime Shifts In The Dynamics Of Size-structured Populations,American Naturalist,Ohlberger| J; Edeline| E; Vollestad| La; Stenseth| Nc; Claessen| D,2,4
2011,Temporal Changes In Soil Organic C Under Mediterranean Shrublands And Grasslands: Impact Of Fire And Drought,Plant And Soil,Marti-roura| M; Casals| P; Romanya| J,2,4
2011,Temporal Differences Across A Bio-geographical Boundary Reveal Slow Response Of Sub-littoral Benthos To Climate Change,Marine Ecology-progress Series,Hinz| H; Capasso| E; Lilley| M; Frost| M; Jenkins| Sr,2,4
2011,Temporal Flexibility Of Permit Trading When Pollutants Are Correlated,Automatica,Legras| S; Zaccour| G,3,3
2011,Temporal Stability Of Symbiodinium Phylotype In Scleractinian Coral Galaxea Fascicularis From A Tropical Fringing Reef In The South China Sea,Chinese Journal Of Oceanology And Limnology,Zhou| Gw; Huang| H; Dong| Zj; Yu| Zn,2,4
2011,Temporal Variation Of Accumulation Rates On A Natural Salt Marsh In The 20th Century - The Impact Of Sea Level Rise And Increased Inundation Frequency,Marine Geology,Andersen| Tj; Svinth| S; Pejrup| M,2,4
2011,The "morning Glory" Project: A Papua New Guinea-queensland Australia Undersea Freshwater Pipeline,Journal Of Coastal Research,Finkl| Cw; Cathcart| Rb,4,4
2011,The 10 Australian Ecosystems Most Vulnerable To Tipping Points,Biological Conservation,Laurance| Wf; Dell| B; Turton| Sm; Lawes| Mj; Hutley| Lb; Mccallum| H; Dale| P; Bird| M; Hardy| G; Prideaux| G; Gawne| B; Mcmahon| Cr; Yu| R; Hero| Jm; Schwarzkop| L; Krockenberger| A; Douglas| M; Silvester| E; Mahony| M; Vella| K; Saikia| U; Wahren| Ch; Xu| Zh; Smith| B; Cocklin| C,2,4
2011,The Absorption Rate Of Co(2)/so(2)/no(2) Into A Blended Aqueous Amp/ammonia Solution,Korean Journal Of Chemical Engineering,Seo| Jb; Jeon| Sb; Choi| Wj; Kim| Jw; Lee| Gh; Oh| Kj,3,2
2011,The Accuracy Of Climate Models' Simulated Season Lengths And The Effectiveness Of Grid Scale Correction Factors,Ecological Applications,Winterhalter| We,4,4
2011,The Air We Breathe: Three Vital Respiratory Gases And The Red Blood Cell: Oxygen| Nitric Oxide| And Carbon Dioxide,Transfusion,Dzik| Wh,2,2
2011,The Amplifying Effects Of Humans On Fire Regimes In Temperate Rainforests In Western Patagonia,Palaeogeography Palaeoclimatology Palaeoecology,Holz| A; Veblen| Tt,5,4
2011,The Biogeochemistry Of Bioenergy Landscapes: Carbon| Nitrogen| And Water Considerations,Ecological Applications,Robertson| Gp; Hamilton| Sk; Del Grosso| Sj; Parton| Wj,3,4
2011,The Carbon Footprint Of Bread,International Journal Of Life Cycle Assessment,Espinoza-orias| N; Stichnothe| H; Azapagic| A,3,4
2011,The Challenges Facing Sustainable And Adaptive Groundwater Management In South Africa,Water Sa,Knuppe| K,4,4
2011,The Climate Gap: Environmental Health And Equity Implications Of Climate Change And Mitigation Policies In California-a Review Of The Literature,Climatic Change,Shonkoff| Sb; Morello-frosch| R; Pastor| M; Sadd| J,2,3
2011,The Combined Effect Of Ultraviolet B Radiation And Temperature Increase On Phytoplankton Dynamics And Cell Cycle Using Pulse Shape Recording Flow Cytometry,Journal Of Experimental Marine Biology And Ecology,Thyssen| M; Ferreyra| G; Moreau| S; Schloss| I; Denis| M; Demers| S,2,4
2011,The Coming Sustainable Energy Transition: History| Strategies| And Outlook,Energy Policy,Solomon| Bd; Krishna| K,3,3
2011,The Comparison Of Several Colour Indices For The Photographic Recording Of Canopy Phenology Of Fagus Crenata Blume In Eastern Japan,Plant Ecology & Diversity,Mizunuma| T; Koyanagi| T; Mencuccini| M; Nasahara| Kn; Wingate| L; Grace| J,4,4
2011,The Contribution Of Cosmic Rays To Global Warming,Journal Of Atmospheric And Solar-terrestrial Physics,Sloan| T; Wolfendale| Aw,4,4
2011,The Contribution Of Maize Cropping In The Midwest Usa To Global Warming: A Regional Estimate,Agricultural Systems,Grace| Pr; Robertson| Gp; Millar| N; Colunga-garcia| M; Basso| B; Gage| Sh; Hoben| J,3,3
2011,The Contribution Of Moisture To Heat Stress In A Period Of Global Warming: The Case Of The Mediterranean,Climatic Change,Ziv| B; Saaroni| H,2,4
2011,The Contribution Of Orographically Driven Banded Precipitation To The Rainfall Climatology Of A Mediterranean Region,Journal Of Applied Meteorology And Climatology,Godart| A; Anquetin| S; Leblois| E; Creutin| Jd,4,4
2011,The Cooling Effect Of Green Spaces As A Contribution To The Mitigation Of Urban Heat: A Case Study In Lisbon,Building And Environment,Oliveira| S; Andrade| H; Vaz| T,3,4
2011,The Danger Of Having All Your Eggs In One Basket-winter Crash Of The Re-introduced Przewalski's Horses In The Mongolian Gobi,Plos One,Kaczensky| P; Ganbataar| O; Altansukh| N; Enkhsaikhan| N; Stauffer| C; Walzer| C,2,4
2011,The Delivery Of Low-cost| Low-carbon Rural Energy Services,Energy Policy,Casillas| Ce; Kammen| Dm,3,3
2011,The Early Holocene Sea Level Rise,Quaternary Science Reviews,Smith| De; Harrison| S; Firth| Cr; Jordan| Jt,5,4
2011,The Early-eocene Climate Optimum (eeco) Event In The Qaidam Basin| Northwest China: Clay Evidence,Clay Minerals,Wang| Cw; Hong| Hl; Song| Bw; Yin| K; Li| Zh; Zhang| Kx; Ji| Jl,5,4
2011,The Ecological Role Of Climate Extremes: Current Understanding And Future Prospects,Journal Of Ecology,Smith| Md,2,4
2011,The Effect Of Ecological Determinants On The Dispersal Abilities Of Central European Dragonflies (odonata),Odonatologica,Harabis| F; Dolny| A,2,4
2011,The Effect Of Experimental Warming On Leaf Functional Traits| Leaf Structure And Leaf Biochemistry In Arabidopsis Thaliana,Bmc Plant Biology,Jin| B; Wang| L; Wang| J; Jiang| Kz; Wang| Y; Jiang| Xx; Ni| Cy; Wang| Yl; Teng| Nj,2,4
2011,The Effect Of Fuel Price On The Economic Analysis Of Hybrid (photovoltaic/diesel/battery) Systems In Iran,Energy Sources Part B-economics Planning And Policy,Askari| Ib; Ameri| M,3,2
2011,The Effect Of Fuel Properties On Thermal Efficiency Of Advanced Spark-ignition Engines,International Journal Of Engine Research,Nakata| K; Sasaki| N; Ota| A; Kawatake| K,3,4
2011,The Effect Of Global Warming And Global Cooling On The Distribution Of The Latest Permian Climate Zones,Palaeogeography Palaeoclimatology Palaeoecology,Roscher| M; Stordal| F; Svensen| H,5,3
2011,The Effect Of Improving Cow Productivity| Fertility| And Longevity On The Global Warming Potential Of Dairy Systems,Journal Of Dairy Science,Bell| Mj; Wall| E; Russell| G; Simm| G; Stott| Aw,3,3
2011,The Effect Of Microscopic Charged Particulates In Space Weather,Journal Of Physics D-applied Physics,Popel| Si; Kopnin| Si; Yu| My; Ma| Jx; Huang| F,2,4
2011,The Effect Of Prolonged Darkness On The Growth| Recovery And Survival Of Antarctic Sea Ice Diatoms,Polar Biology,Reeves| S; Mcminn| A; Martin| A,2,4
2011,The Effect Of The Predicted Air Temperature Change On Incubation Temperature| Incubation Duration| Sex Ratio And Hatching Success Of Loggerhead Turtles,Animal Biology,Ozdemir| A; Ilgaz| C; Durmus| Sh; Guclu| O,2,4
2011,The Effects Of Climate Change On Density-dependent Population Dynamics Of Aquatic Invertebrates,Oikos,Hart| Em; Gotelli| Nj,2,4
2011,The Fate Of The Submarine Ikaite Tufa Columns In Southwest Greenland Under Changing Climate Conditions,Journal Of Sedimentary Research,Hansen| Mo; Buchardt| B; Kuhl| M; Elberling| B,2,4
2011,The First Step Towards A 100% Renewable Energy-system For Ireland,Applied Energy,Connolly| D; Lund| H; Mathiesen| Bv; Leahy| M,3,3
2011,The Geoengineering Model Intercomparison Project (geomip),Atmospheric Science Letters,Kravitz| B; Robock| A; Boucher| O; Schmidt| H; Taylor| Ke; Stenchikov| G; Schulz| M,4,3
2011,The Greenhouse Gas Flux And Potential Global Warming Feedbacks Of A Northern Macrotidal And Microtidal Salt Marsh,Environmental Research Letters,Chmura| Gl; Kellman| L; Guntenspergen| Gr,3,3
2011,The Hyde 3.1 Spatially Explicit Database Of Human-induced Global Land-use Change Over The Past 12|000 Years,Global Ecology And Biogeography,Goldewijk| Kk; Beusen| A; Van Drecht| G; De Vos| M,5,3
2011,The Impact Of Climate And Cyclic Food Abundance On The Timing Of Breeding And Brood Size In Four Boreal Owl Species,Oecologia,Lehikoinen| A; Ranta| E; Pietiainen| H; Byholm| P; Saurola| P; Valkama| J; Huitu| O; Henttonen| H; Korpimaki| E,2,4
2011,The Impact Of Climate Change On The Growth Of Tropical Agroforestry Tree Seedlings,Agroforestry Systems,Esmail| S; Oelbermann| M,2,4
2011,The Impact Of Future Climate Change On West African Crop Yields: What Does The Recent Literature Say?,Global Environmental Change-human And Policy Dimensions,Roudier| P; Sultan| B; Quirion| P; Berg| A,2,4
2011,The Impact Of Global Warming On Plant Diseases And Insect Vectors In Sweden,European Journal Of Plant Pathology,Roos| J; Hopkins| R; Kvarnheden| A; Dixelius| C,2,4
2011,The Impact Of Global Warming On The Southern Oscillation Index,Climate Dynamics,Power| Sb; Kociuba| G,4,4
2011,The Impact Of Orbital Sampling| Monthly Averaging And Vertical Resolution On Climate Chemistry Model Evaluation With Satellite Observations,Atmospheric Chemistry And Physics,Aghedo| Am; Bowman| Kw; Shindell| Dt; Faluvegi| G,4,3
2011,The Impact Of Sea-level Rise On Snowy Plovers In Florida: Integrating Geomorphological| Habitat| And Metapopulation Models,Global Change Biology,Aiello-lammens| Me; Chu-agor| Ml; Convertino| M; Fischer| Ra; Linkov| I; Akcakaya| Hr,2,4
2011,The Impact Of Site Changes And Management Methods On Dieback Of Common Spruce (picea Abies Karst.) In Croatia,Croatian Journal Of Forest Engineering,Matic| S,4,4
2011,The Impact Of Surface Temperature Variability On The Climate Change Response In The Northern Hemisphere Polar Vortex,Geophysical Research Letters,Winter| B; Bourqui| Ms,4,3
2011,The Impact Of Temperature Variability On Wheat Yields,Global Change Biology,Asseng| S; Foster| I; Turner| Nc,2,4
2011,The Impacts Of Extreme And Fluctuating Temperatures On Trait-mediated Indirect Aphid-parasitoid Interactions,Ecological Entomology,Bannerman| Ja; Gillespie| Dr; Roitberg| Bd,2,4
2011,The Importance Of Determining Carbon Sequestration And Greenhouse Gas Mitigation Potential In Ornamental Horticulture,Hortscience,Marble| Sc; Prior| Sa; Runion| Gb; Torbert| Ha; Gilliam| Ch; Fain| Gb,3,3
2011,The Influence Of Carbon Dioxide Trading Scheme On Economic Dispatch Of Generators,Applied Energy,Tsai| Mt; Yen| Cw,3,4
2011,The Influence Of Climate And Topography In Patterns Of Territory Establishment In A Range-expanding Bird,Ibis,Bradbury| Rb; Pearce-higgins| Jw; Wotton| Sr; Conway| Gj; Grice| Pv,2,4
2011,The Influence Of Organic And Inorganic Fertiliser Application Rates On Uk Biomass Crop Sustainability,Biomass & Bioenergy,Gilbert| P; Thornley| P; Riche| Ab,3,3
2011,The Influence Of Recent Climate Change On Tree Height Growth Differs With Species And Spatial Environment,Plos One,Messaoud| Y; Chen| Hyh,2,4
2011,The Influence Of Temperature And Humidity On The Incidence Of Hand| Foot| And Mouth Disease In Japan,Science Of The Total Environment,Onozuka| D; Hashizume| M,2,4
2011,The Influence Of Tides And Earthquakes In Global Climate Changes,Chinese Journal Of Geophysics-chinese Edition,Yang| Dh; Yang| Db; Yang| Xx,4,4
2011,The Integrated Global Temperature Change Potential (igtp) And Relationships Between Emission Metrics,Environmental Research Letters,Peters| Gp; Aamaas| B; Berntsen| T; Fuglestvedt| Js,4,3
2011,The January 2009 Anomalous Precipitation Associated With The "tail-end Of The Cold Front" Weather System In Northern And Eastern Mindanao (philippines): Natural Hazards| Impacts And Risk Reductions,Global And Planetary Change,Faustino-eslava| Dv; Yumul| Gp; Servando| Nt; Dimalanta| Cb,2,4
2011,The Kyoto Protocol And The Private Forest Policy Of Local Governments In Japan,Small-scale Forestry,Matsushita| K; Taguchi| K,3,3
2011,The Larval Sponge Holobiont Exhibits High Thermal Tolerance,Environmental Microbiology Reports,Webster| Ns; Botte| Es; Soo| Rm; Whalan| S,2,4
2011,The Long Summer: Pre-wintering Temperatures Affect Metabolic Expenditure And Winter Survival In A Solitary Bee,Journal Of Insect Physiology,Sgolastra| F; Kemp| Wp; Buckner| Js; Pitts-singer| Tl; Maini| S; Bosch| J,2,4
2011,The Mean And Variance Of Environmental Temperature Interact To Determine Physiological Tolerance And Fitness,Physiological And Biochemical Zoology,Bozinovic| F; Bastias| Da; Boher| F; Clavijo-baquet| S; Estay| Sa; Angilletta| Mj,2,4
2011,The Mechanics Of Intermittent Methane Venting At South Hydrate Ridge Inferred From 4d Seismic Surveying,Earth And Planetary Science Letters,Bangs| Nlb; Hornbach| Mj; Berndt| C,4,4
2011,The Middle Miocene Climate As Modelled In An Atmosphere-ocean-biosphere Model,Climate Of The Past,Krapp| M; Jungclaus| Jh,5,3
2011,The Model Of Smart Grid Reliability Evaluation,Elektronika Ir Elektrotechnika,Gudzius| S; Gecys| S; Markevicius| La; Miliune| R; Morkvenas| A,3,4
2011,The Most Temperature-adapted Corals Have An Achilles' Heel,Marine Pollution Bulletin,Purkis| Sj; Renegar| Da; Riegl| Bm,2,3
2011,The Observed Sensitivity Of High Clouds To Mean Surface Temperature Anomalies In The Tropics,Journal Of Geophysical Research-atmospheres,Zelinka| Md; Hartmann| Dl,2,4
2011,The Optimisation Of Stand-alone Hybrid Renewable Energy Systems Using Homer,International Review Of Electrical Engineering-iree,Rozlan| Mbm; Zobaa| Af; Aleem| Shea,3,4
2011,The Persistently Variable "background" Stratospheric Aerosol Layer And Global Climate Change,Science,Solomon| S; Daniel| Js; Neely| Rr; Vernier| Jp; Dutton| Eg; Thomason| Lw,4,4
2011,The Possible Effect Of Climate Warming On Northern Limits Of Cropping System And Crop Yield In China,Agricultural Sciences In China,Yang| Xg; Liu| Zj; Chen| F,2,4
2011,The Potential Impact Of Climate Change On Typhoon-triggered Landslides In Taiwan| 2010-2099,Geomorphology,Chiang| Sh; Chang| Kt,2,3
2011,The Primary Sources Of Carbon Loss During The Crop-establishment Period In A Subtropical Oxisol Under Contrasting Tillage Systems,Soil & Tillage Research,Pes| Lz; Amado| Tjc; La Scala| N; Bayer| C; Fiorin| Je,3,4
2011,The Quasi-biennial Oscillation In A Double Co(2) Climate,Journal Of The Atmospheric Sciences,Kawatani| Y; Hamilton| K; Watanabe| S,2,2
2011,The Ratio Of Land To Ocean Temperature Change Under Global Warming,Climate Dynamics,Boer| Gj,2,3
2011,The Recent Progress Of Carbon Cycle Research In East Asian,Progress In Biochemistry And Biophysics,Leng| Fw,4,2
2011,The Reconstruction Of The Water Regime In Lowland Forests In Support Of Sustainable Management,Sumarski List,Pilas| I; Planinsek| S,2,4
2011,The Recycling Rate Of Atmospheric Moisture Over The Past Two Decades (1988-2009),Environmental Research Letters,Li| Lm; Jiang| X; Chahine| Mt; Olsen| Et; Fetzer| Ej; Chen| Lk; Yung| Yl,2,4
2011,The Relationship Between Land-ocean Surface Temperature Contrast And Radiative Forcing,Journal Of Climate,Lambert| Fh; Webb| Mj; Joshi| Mm,4,3
2011,The Relationship Between Temperature| Oxygen Condition And Embryo Encapsulation In The Marine Gastropod Chorus Giganteus,Journal Of The Marine Biological Association Of The United Kingdom,Cancino| Jm; Gallardo| Ja; Brante| A,2,4
2011,The Relative Contribution Of Waste Heat From Power Plants To Global Warming,Energy,Zevenhoven| R; Beyene| A,4,1
2011,The Relative Impact Of Climate Change And Urban Expansion On Peak Flows: A Case Study In Central Belgium,Hydrological Processes,Poelmans| L; Van Rompaey| A; Ntegeka| V; Willems| P,2,4
2011,The Response Of The Walker Circulation To Last Glacial Maximum Forcing: Implications For Detection In Proxies,Paleoceanography,Dinezio| Pn; Clement| A; Vecchi| Ga; Soden| B; Broccoli| Aj; Otto-bliesner| Bl; Braconnot| P,5,2
2011,The Response Of Vegetation On The Andean Flank In Western Amazonia To Pleistocene Climate Change,Science,Cardenas| Ml; Gosling| Wd; Sherlock| Sc; Poole| I; Pennington| Rt; Mothes| P,2,4
2011,The Retreat Of Large Brown Seaweeds On The North Coast Of Spain: The Case Of Saccorhiza Polyschides,European Journal Of Phycology,Fernandez| C,2,4
2011,The Role Of Atmospheric Nuclear Explosions On The Stagnation Of Global Warming In The Mid 20th Century,Journal Of Atmospheric And Solar-terrestrial Physics,Fujii| Y,4,3
2011,The Role Of Changes In The Annual Cycle In Earlier Onset Of Climatic Spring In Northern China,Advances In Atmospheric Sciences,Qian| Ca; Fu| Cb; Wu| Zh; Yan| Zw,2,4
